Verse_number,vagga,verse_en,verse_sn,meaning_en,meaning_sn
257,Malavagga Impurity,"Asáhasena dhammena  samena nayatì pare, dhammassa gutto medhávì  dhammaþþho ti pavuccati. "," අසාහසේන ධම්මේන
සමේන නයතී පරෙ,
ධම්මස්ස ගුත්තෝ මේධාවී
ධම්මට්ඨෝති පවුච්චති.","256–257. Not by passing arbitrary judgements does one become just; a wise person who investigates both right and wrong, who does not judge others arbitrarily but passes judgement impartially according to truth, a sagacious guardian of the law, is called just. 1–2","යම් නුවණැත්තෙක් යුක්තියත් අයුක්තියත් දෙක නිශ්චය කොට, ඉක්මන් නො වී යුක්ති ධර්මයට අනුව පැමිණිලි විසන්දයිද, ධර්මය විසින් රක්නා ලද ඒ බුද්ධිමතා විනිශ්චය කාරයා යයි කියනු ලැබේ."
258,Malavagga Impurity,"Na tena paóðito hoti  yávatá bahu bhásati, khemì averì abhayo  paóðito ti pavuccati.","න තේන පණ්ඩිතො හෝති
යාවතා බහු භාසති
ඛේමී අවේරී අභයෝ
පණ්ඩිතෝති පවුච්චති.","One is not wise because one speaks much; one who is peaceable, friendly, and fearless is called wise. 3","බොහෝ දේ කථා කළ පමණින් පණ්ඩිතයෙක් නොවේ. මනා ඉවසීමෙන් යුතු , දුශ්චරිත නැමැති වෛර නැති, අනුන්ට බිය නොඋපදවන පුද්ගලයා පණ්ඩිතයා ය යි කියනු ලැබේ."
259,Malavagga Impurity,"Na távatá dhammadharo  yávatá bahu bhásati, yo ca appam pi sutvána  dhammaí káyena passati, sa ve dhammadharo hoti  yo dhammaí nappamajjati.","න තාවතා ධම්මධරො
යාවතා බහු භාසති
යො ච අප්පමපි සුත්වාන
ධම්මං කායෙන පස්සති
ස වෙ ධම්මධරො හොති
යො ධම්මං නප්පමජ්ජති.","One is not versed in the Dhamma because one speaks much. One who, after hearing even a little Dhamma, does not neglect it but personally realizes its truth is truly versed in the","බොහෝ සේ කථා කළ පමණින් ධර්මධරයෙක් නො වේ. යමෙක් ස්වල්ප ධර්මයක් අසාගෙනත් නාම කයෙන් හෙවත් සිතින් ධර්මය දකී ද, යමෙක් ධර්මය පිළිපැදීමෙහි ප්‍රමාද නොවේ ද, හෙතෙම ධර්මධරයා නම් වේ."
260,Malavagga Impurity,"Na tena thero hoti  yen’assa palitaí siro, paripakko vayo tassa  moghajióóo ti vuccati.","න තේන ථෙරො හොති
යෙනස්ස පලිතං සිරො
පරිපක්කෝ වයො තස්ච්ස,
මොඝජිණ්ණෝති වුචචති 
(ජේතවන – ලකුණ්ඨක භද්දිය තෙරුන් අරබයා)","A monk is not an elder because his head is gray; he is but ripe in age, and is called one grown old in vain. 5",හිස කෙස් පැසුණු පමණින්ම  ස්ථවිර නමක් නොවේ. ඔහුගේ වයස මෝරා ගියා පමණි. ඔහුට හිස් මහල්ලා ය යි කියනු ලැබේ.
261,Malavagga Impurity,"Yamhi saccañ ca dhammo ca  ahiísá saññamo damo, sa ve vantamalo dhìro  thero iti pavuccati","යමහි සච්චං ච ධම්මෝ ච,
අහිංසා සංයමෝ දමෝ,
ස වෙ වන්තමලො ධීරො
ථෙරො ඉති පවුච්චති.","Yamhi saccañ ca dhammo ca  ahiísá saññamo damo, sa ve vantamalo dhìro  thero iti pavuccati","යමෙකු කෙරෙහි සත්‍යයත්, ලෝකෝත්තර ධර්මයත්, කරුණා මෛත්‍රිය  ආදියත්, කාය වාග් සංවරය ත් , ඉන්ද්‍රිය දමනයත් පිහිටියාහුද, වමාරා දැමූ කෙලෙස් කිලූටු ඇති ඒ නුවණැත්තා ස්ථවීර යයි කියනු ලැබේ."
262,Malavagga Impurity,Na vákkaraóamattena  vaññapokkharatáya vá sádhurúpo naro hoti  issukì maccharì saþho.,"න වාක්කරණමත්තේන
වණ්ණපොක්ඛරතාය වා
සාධුරූපො නරො හොති
ඉස්සුකී මච්ඡරී සඨො.","Not by mere eloquence nor by bodily beauty does a person become refined, should he be jealous, selfish, and deceitful. 7","අනුන්ට ඊර්ෂ්‍යා කරන, තද මසුරු වූ, කපටි වූ මිනිසා, හොබනා වචන කී පමණින් හෝ ශරීරයේ මනා වර්ණ සටහන් ඇති පමණින් හෝ යහපත් මිනිසෙක් නො වේ."
263,Malavagga Impurity,"Yassa c’etaí samucchinnaí  múlaghaccaí samúhataí, sa vantadoso medhávì  sádhurúpo ti vuccati.","යස්ස චේතං සමුචඡින්නං
මූලඝච්චං සමූහතං,
ස වනතදෝසෝ මේධාවී
සාධු රූපොති වුච්චති.","But he in whom these are wholly destroyed, uprooted and extinct, and who has cast out imperfection—that saga- cious person is said to be refined. 8","යමෙකු විසින් ඊර්ෂ්‍යාමානාදිය මනා සේ සිඳ දමන ලද්දේ ද, මුලින් උදුරා නසන ලද්දේ ද, ඒ වමාරා දැමූ කෙලෙස් ඇති පණ්ඩිතයා සත්පුරුෂයෙකැ යි කියනු ලැබේ."
264,Malavagga Impurity,Na muóðakena samaóo  abbato alikaí bhaóaí; icchálobhasamápanno  samaóo kií bhavissati?,"න මුණ්ඩකේන සමණො
අබ්බතො අලිකං භණං
ඉච්ඡා ලෝභසමාපන්නෝ
සමණෝ කිං භවිස්සති ?",Not by shaven head does  one who is undisciplined and untruthful become a recluse. How can one who is full of desire and greed be a recluse? 9The Just 85,රකින ශීලයක් නැති බොරු කියන පුද්ගලයා හිස මුඩු කළ පමණින් මහණෙක් නො වේ. නොයෙක් දේ ලබන ආශාවෙන් හා ලැබූ දෙයට ඇලෙන ලෝභයෙන් යුතු පුද්ගලයා කෙ සේ නම් ශ්‍රමණයෙක් වේ ද?
265,Malavagga Impurity,"Yo ca sameti pápáni  aóuí thúláni sabbaso, samitattá hi pápánaí  samaóo ti pavuccati.","යො ච සමෙති පාපානි
අණුංථූලානි සබ්බසො,
සමිත්තතා හි පාපානං
සමණො ති පවුච්චති.","One who wholly subdues evil both small and great is called a recluse, because he has overcome all evil.2210","යමෙක් කුඩා වූ අකුසල්ද මහත් වූ අකුසල්ද  හැම ආකාරයෙන්මැ  සංසිඳවයි ද, එසේ අකුසල් සංසිඳවූ බැවින් ශ්‍රමණ ය යි කියනු ලැබේ."
266,Malavagga Impurity,Na tena bhikkhu hoti  yávatá bhikkhate pare; vissaí dhammaí samádáya  bhikkhu hoti na távatá.,"න තේන භික්ඛු හොති
යාවතා භික්ඛතෙ පරෙ
විස්සං ධම්මං සමාදාය
භික්ඛු හොති න තාවතා",He is not a monk just because he lives on other’s alms. Not by adopting outward form does one become a true monk. 11,"අනුන්ගෙන් පිඬුසිඟා ගත් පමණින් භික්‍ෂුවක් නොවේ.
දුගඳ හමන (පිළිකුල් කටයුතු) දුශ්චරිතයන් හී යෙදී වසන පුද්ගලයා භික්‍ෂුවක් නො වේ."
267,Malavagga Impurity,"Yo’dha puññañ ca pápañ ca  báhetvá brahmacariyavá saòkháya loke carati,  sa ve bhikkhú ti vuccati.","යොධ පුඤ්ඤං ච පාපං ච
බාහෙත්වා බ්‍රහ්මචරියවා
සංඛාය ලෝකෙ චරති,
ස වෙ භික්ඛුති වුච්චති.","One here who lives the holy life and walks with under- standing in this world, tr anscending both merit and demerit—he is truly called a monk. 12","මේ ලෝකයෙ හි යමෙක් පින් ද, පව් ද, දුරු කොට බ්‍රහ්මචර්යාවෙන් යුක්ත ව ස්කන්ධ ආදිය නුවණින් සලකා බලා හැසිරේ නම් හෙතෙම භික්‍ෂුවකැ යි කියනු ලැබේ."
